ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,1,"3,930,642","1,251,191","7,768.76",lunes,01/27/2020 02:15:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,1,"103,897","36,304",227.04,miércoles,01/22/2020 07:15:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,1,"22,864","9,277",88.96,jueves,01/30/2020 07:30:00 PM,10.19
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,"5,617","1,381",53.66,jueves,01/23/2020 07:45:00 PM,4.13
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,"2,217",539,39.07,miércoles,01/29/2020 07:45:00 PM,3.17
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,"64,137","28,058",324.19,jueves,01/23/2020 09:45:00 PM,8.11
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,1,"982,117","337,077","1,671.09",viernes,01/03/2020 07:30:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,1,"16,666,323","4,824,581","28,619.27",viernes,01/03/2020 03:45:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,"16,797","8,887",135.85,sábado,01/04/2020 03:30:00 PM,5.26
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,"10,188","4,396",31.44,sábado,01/04/2020 09:45:00 PM,14.6
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,"13,187","4,523",50.18,sábado,01/11/2020 10:15:00 PM,12.23
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,1,"15,966","7,544",87.13,sábado,01/25/2020 06:45:00 PM,8.6
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,1,"12,554","6,147",39.26,viernes,01/03/2020 07:30:00 PM,18.26
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,1,"13,100","7,330",107.65,jueves,01/30/2020 07:00:00 PM,5.56
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2020,1,"2,090",537,45.25,sábado,01/04/2020 06:45:00 PM,1.47
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,1,"2,545",788,26.94,viernes,01/10/2020 06:45:00 PM,3.54
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2020,1,"4,271","2,127",32,viernes,01/31/2020 08:45:00 PM,5.56
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2020,1,"6,552","1,861",60.74,lunes,01/27/2020 07:15:00 PM,4.39
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,1,"5,843","2,375",57.31,martes,01/21/2020 07:15:00 PM,5.2
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,1,"3,530",625,30.06,miércoles,01/15/2020 06:45:00 PM,5.3
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,1,"2,093",617,39.23,domingo,01/19/2020 07:30:00 PM,2.5
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,1,"5,137","3,129",34.04,sábado,01/18/2020 07:45:00 PM,5.46
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,1,"9,464",736,51.77,miércoles,01/29/2020 07:45:00 PM,6.5
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,1,"30,165","10,630",168.08,domingo,01/19/2020 07:15:00 PM,7.5
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,1,"6,346","3,461",45.53,sábado,01/25/2020 08:30:00 PM,5.46
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,1,"12,368","4,382",75.2,martes,01/28/2020 07:30:00 PM,6.36
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020,1,"2,410",671,24.31,martes,01/28/2020 07:30:00 PM,4.1
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,1,"418,615","191,068",941.6,viernes,01/17/2020 08:45:00 PM,19.23
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,1,"296,137","107,670",833.89,viernes,01/03/2020 06:30:00 PM,18.23
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,1,"32,654","8,739",143.18,martes,01/21/2020 07:15:00 PM,12.54
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,1,"611,938","224,941","1,191.96",viernes,01/17/2020 08:15:00 PM,23.56
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,1,"150,660","70,006",312.05,viernes,01/31/2020 07:15:00 PM,23.52
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,1,"57,963","25,684",152.14,sábado,01/04/2020 07:15:00 PM,20.58
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,1,"186,716","83,630",533.81,viernes,01/17/2020 07:30:00 PM,20.54
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,1,"79,288","28,402",242.36,sábado,01/18/2020 07:45:00 PM,14.56
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,1,"13,519","5,124",83.2,domingo,01/19/2020 07:15:00 PM,7.42
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,1,"4,355","1,136",45.6,viernes,01/31/2020 08:45:00 PM,3.35
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,1,"70,549","36,589",186.25,lunes,01/27/2020 07:45:00 PM,17.12
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,1,"7,336","2,747",84,viernes,01/31/2020 07:45:00 PM,4.4
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2020,1,"10,287","4,875",51.2,lunes,01/20/2020 06:30:00 PM,8.5
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,1,"5,875","1,484",11.21,lunes,01/20/2020 12:00:00 PM,19.12
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,1,"198,811","62,902",482.24,lunes,01/13/2020 07:15:00 PM,19.34
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,1,"4,956","1,100",70.49,miércoles,01/22/2020 07:45:00 PM,3.36
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,1,"10,872","3,028",74.8,miércoles,01/29/2020 08:15:00 PM,5.42
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,1,"16,481","6,458",89.87,sábado,01/11/2020 07:30:00 PM,7.41
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,1,"9,739","4,014",69.78,miércoles,01/08/2020 07:15:00 PM,5.4
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,1,"257,893","93,064",779.24,sábado,01/18/2020 07:00:00 PM,15.43
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,1,"39,131","13,849",154.14,miércoles,01/22/2020 07:00:00 PM,11.8
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,1,"1,643,134","551,952","3,193.52",martes,01/28/2020 02:30:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,1,"78,171","27,605",201.08,miércoles,01/29/2020 07:15:00 PM,17.36
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,1,"15,660","7,256",213.98,miércoles,01/08/2020 06:30:00 PM,3.51
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,1,"95,888","36,336",188.48,sábado,01/18/2020 07:15:00 PM,23.36
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,1,"133,744","56,337",288.64,viernes,01/31/2020 06:45:00 PM,23.37
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,1,"16,316","7,561",105.6,viernes,01/24/2020 08:30:00 PM,5.59
52,NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,1,"5,358","1,798",35.28,sábado,01/04/2020 08:15:00 PM,6.15
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,1,"13,262","3,324",96,jueves,01/30/2020 08:00:00 PM,5.4
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,1,"5,064","1,180",70.34,martes,01/21/2020 08:15:00 PM,2.53
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,1,"4,676","1,440",31.96,lunes,01/06/2020 06:45:00 PM,6.8
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,1,"4,243","2,448",37.7,martes,01/14/2020 07:30:00 PM,5.56
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020,1,"4,497",805,35.42,domingo,01/19/2020 07:00:00 PM,5.34
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,1,"3,143",624,21.84,miércoles,01/29/2020 06:00:00 PM,5.33
52,NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,1,"5,320","1,723",44.57,sábado,01/11/2020 07:00:00 PM,4.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,1,"6,548","1,273",57.6,viernes,01/24/2020 07:00:00 PM,4.37
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,1,"3,350",902,145.55,lunes,01/13/2020 07:15:00 PM,0.55
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,1,"16,992","9,518",88,sábado,01/18/2020 07:30:00 PM,8.36
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,1,"2,339",798,20.8,martes,01/07/2020 07:45:00 PM,4.47
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,1,"19,090","9,321",153.6,martes,01/14/2020 07:15:00 PM,5.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2020,1,"1,250",328,31.81,martes,01/14/2020 07:30:00 PM,1.33
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835148,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2020,1,"1,487",388,28.1,lunes,01/20/2020 08:15:00 PM,2.19
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020,1,"4,466","5,905",28.35,martes,01/21/2020 06:30:00 PM,5.49
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,1,"2,126","1,005",37.76,jueves,01/02/2020 07:30:00 PM,2.15
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,1,"3,942","1,771",28.8,domingo,01/26/2020 08:30:00 PM,6.15
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,1,"934,496","349,113","2,149.84",martes,01/28/2020 07:30:00 PM,23.57
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,1,"43,466","13,886",254.14,sábado,01/18/2020 07:30:00 PM,6.29
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,1,"6,560","2,113",36.58,viernes,01/10/2020 09:15:00 PM,7
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,1,"26,507","9,259",97.68,viernes,01/24/2020 06:45:00 PM,12.24
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2020,1,"1,242,033","394,710","2,633.77",viernes,01/31/2020 11:45:00 AM,23.58
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,1,"26,536","9,370",97.24,miércoles,01/29/2020 06:15:00 PM,11.17
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,1,"269,226","118,700",579.92,martes,01/28/2020 06:15:00 PM,21.49
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,1,"351,440","182,493",705.25,jueves,01/30/2020 07:45:00 PM,24
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,1,"26,425","11,216",129.36,lunes,01/20/2020 06:30:00 PM,8.43
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,1,"2,346,886","785,884","4,320.8",martes,01/28/2020 02:15:00 PM,24
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,1,"130,724","68,540",323.52,jueves,01/23/2020 07:15:00 PM,18
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,2,"3,718,227","1,157,331","7,347.36",miércoles,02/05/2020 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,2,"99,758","35,858",221.41,martes,02/04/2020 07:00:00 PM,23.58
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,2,"22,870","8,922",90.62,domingo,02/23/2020 07:00:00 PM,10.24
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,"5,609","1,448",52.93,viernes,02/28/2020 07:45:00 PM,4.37
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,"5,178",717,43.14,viernes,02/07/2020 06:45:00 PM,5.4
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,"93,760","39,361",323.49,viernes,02/28/2020 07:00:00 PM,11.49
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,2,"938,090","321,284","1,610.85",martes,02/18/2020 09:30:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,2,"15,684,818","4,533,824","28,217.6",miércoles,02/12/2020 04:00:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,"15,514","8,486",114.57,domingo,02/16/2020 02:15:00 PM,5.37
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,"6,477","2,892",25.54,viernes,02/14/2020 10:00:00 PM,10.49
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,"12,675","4,372",45.06,viernes,02/07/2020 08:15:00 PM,13.26
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,2,"15,525","7,062",90.37,sábado,02/01/2020 06:45:00 PM,8.1
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,2,"12,257","5,917",40.15,sábado,02/15/2020 07:15:00 PM,18.1
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,2,"1,604",633,40.72,viernes,02/21/2020 07:15:00 PM,1.49
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,2,"13,909","7,296",110.27,jueves,02/27/2020 07:00:00 PM,5.48
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2020,2,"6,035","1,889",43.65,martes,02/04/2020 07:30:00 PM,5.47
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,2,"2,834",905,26.34,viernes,02/14/2020 06:30:00 PM,4.35
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2020,2,"3,995","2,058",44,miércoles,02/12/2020 07:15:00 PM,5.25
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2020,2,"6,033","1,790",61.5,sábado,02/15/2020 06:45:00 PM,4.8
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,2,"7,099","2,930",55.33,domingo,02/09/2020 07:45:00 PM,5.59
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,2,"2,019",364,26.64,sábado,02/01/2020 07:15:00 PM,3.12
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,2,"2,489",695,40.03,viernes,02/21/2020 07:30:00 PM,2.3
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,2,"4,501","2,754",34.88,sábado,02/01/2020 07:30:00 PM,5.12
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,2,"7,857","1,301",52.3,martes,02/11/2020 07:30:00 PM,6.2
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,2,"25,416","8,460",174.06,viernes,02/14/2020 07:45:00 PM,5.58
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,2,"1,747","1,028",46.75,jueves,02/13/2020 07:15:00 PM,1.39
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,2,"2,420",955,76.22,miércoles,02/12/2020 08:15:00 PM,1.29
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020,2,"1,737",424,27.48,jueves,02/27/2020 07:15:00 PM,2.29
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,2,"388,026","175,431",965.36,miércoles,02/19/2020 08:30:00 PM,18.47
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,2,"234,420","96,512",570.24,martes,02/18/2020 09:45:00 PM,18.36
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,2,"36,727","9,888",143.18,martes,02/04/2020 07:30:00 PM,15.4
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,2,"605,709","189,638","1,246.96",miércoles,02/19/2020 07:30:00 PM,23.52
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,2,"57,082","24,304",138.34,viernes,02/14/2020 07:30:00 PM,23.36
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,2,"140,237","65,925",327.1,miércoles,02/19/2020 07:15:00 PM,23.42
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,2,"160,302","71,590",481.54,viernes,02/07/2020 07:30:00 PM,17.35
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,"89,554","33,314",220.95,jueves,02/13/2020 08:30:00 PM,18.14
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,"13,764","5,166",83.2,domingo,02/16/2020 07:30:00 PM,7.42
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,"8,794","4,993",60.8,sábado,02/29/2020 09:15:00 PM,5.41
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,2,"5,456","1,481",57.6,viernes,02/21/2020 08:00:00 PM,4.45
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,2,"63,323","31,591",182.16,jueves,02/06/2020 08:00:00 PM,16.37
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,2,"5,435","1,940",68,miércoles,02/19/2020 10:00:00 PM,4.38
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,2,"2,395",800,11.21,jueves,02/27/2020 06:30:00 PM,11.38
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,2,"186,164","60,988",527.3,martes,02/18/2020 08:15:00 PM,19
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,2,"11,522","3,225",79.2,martes,02/18/2020 08:00:00 PM,6.15
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,2,"16,006","6,578",81.56,domingo,02/16/2020 08:00:00 PM,8.17
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,2,"5,694","1,292",59.74,sábado,02/01/2020 09:30:00 PM,4.6
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,2,"8,792","3,817",67.06,jueves,02/20/2020 08:00:00 PM,5.2
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,2,"254,854","93,090",787.6,sábado,02/15/2020 07:15:00 PM,15.56
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,2,"35,493","12,295",171.93,sábado,02/22/2020 06:45:00 PM,9.34
